,PERIOD,PRIMARY_LABEL,SECONDARY_LABEL,ACCOUNT,CATEGORY,SUBCATEGORY,BASE_TOKEN_ADDRESS,VALUE_BASE_TOKEN,VALUE_USD,TOKEN_PRICE,QTY,QTY_USD,LAG_QTY,LAG_PRICE
27,2020-12-28T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,729.95,15872.0,11585766.4,15872.0,688.38
28,2020-12-29T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,448.0,328648.32,733.59,16320.0,11972188.8,15872.0,729.95
29,2020-12-30T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,768.0,574732.8,748.35,17088.0,12787804.8,16320.0,733.59
30,2020-12-31T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,740.2,17088.0,12648537.6,17088.0,748.35
31,2021-01-01T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,186984.96,730.41,17344.0,12668231.04,17088.0,740.2
32,2021-01-02T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,198272.0,774.5,17600.0,13631200.0,17344.0,730.41
33,2021-01-03T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,993.35,17600.0,17482960.0,17600.0,774.5
34,2021-01-04T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1042.74,17600.0,18352224.0,17600.0,993.35
35,2021-01-05T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,544.0,599199.68,1101.47,18144.0,19985071.68,17600.0,1042.74
36,2021-01-06T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,608.0,730110.72,1200.84,18752.0,22518151.68,18144.0,1101.47
37,2021-01-07T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,608.0,745547.8400000001,1226.23,19360.0,23739812.8,18752.0,1200.84
38,2021-01-08T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1376.0,1681017.92,1221.67,20736.0,25332549.12,19360.0,1226.23
39,2021-01-09T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1280.0,1653888.0,1292.1,22016.0,28446873.6,20736.0,1221.67
40,2021-01-10T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,864.0,1098264.9600000002,1271.14,22880.0,29083683.200000003,22016.0,1292.1
41,2021-01-11T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3648.0,3950966.4,1083.05,26528.0,28731150.4,22880.0,1271.14
42,2021-01-12T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1888.0,1972280.32,1044.64,28416.0,29684490.24,26528.0,1083.05
43,2021-01-13T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,20192.0,22705500.16,1124.48,48608.0,54658723.84,28416.0,1044.64
44,2021-01-14T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15936.0,19426143.360000003,1219.01,64544.0,78679781.44,48608.0,1124.48
45,2021-01-15T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3904.0,4576893.44,1172.36,68448.0,80245697.27999999,64544.0,1219.01
46,2021-01-16T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,768.0,949125.12,1235.84,69216.0,85539901.44,68448.0,1172.36
47,2021-01-17T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1233.27,69216.0,85362016.32,69216.0,1235.84
48,2021-01-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3744.0,4716129.600000001,1259.65,72960.0,91904064.0,69216.0,1233.27
49,2021-01-19T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2656.0,3681269.12,1386.02,75616.0,104805288.32,72960.0,1259.65
50,2021-01-20T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2496.0,3427482.24,1373.19,78112.0,107262617.28,75616.0,1386.02
51,2021-01-21T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,448.0,507041.92,1131.79,78560.0,88913422.39999999,78112.0,1373.19
52,2021-01-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1236.05,78560.0,97104088.0,78560.0,1131.79
53,2021-01-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11808.0,14528799.36,1230.42,90368.0,111190594.56,78560.0,1236.05
54,2021-01-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1376.0,1904783.04,1384.29,91744.0,127000301.76,90368.0,1230.42
55,2021-01-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1024.0,1356226.56,1324.44,92768.0,122865649.92,91744.0,1384.29
56,2021-01-26T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5088.0,6893985.600000001,1354.95,97856.0,132589987.2,92768.0,1324.44
57,2021-01-27T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1824.0,2267578.56,1243.19,99680.0,123921179.2,97856.0,1354.95
58,2021-01-28T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3008.0,4010355.84,1333.23,102688.0,136906722.24,99680.0,1243.19
59,2021-01-29T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1386.52,102688.0,142378965.76,102688.0,1333.23
60,2021-01-30T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,352716.8,1377.8,102944.0,141836243.2,102688.0,1386.52
61,2021-01-31T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4928.0,6473371.52,1313.59,107872.0,141699580.48,102944.0,1377.8
62,2021-02-01T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2848.0,3884358.72,1363.89,110720.0,151009900.8,107872.0,1313.59
63,2021-02-02T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8320.0,12650144.0,1520.45,119040.0,180994368.0,110720.0,1363.89
64,2021-02-03T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8736.0,14453974.08,1654.53,127776.0,211409225.28,119040.0,1520.45
65,2021-02-04T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1248.0,1992282.24,1596.38,129024.0,205971333.12,127776.0,1654.53
66,2021-02-05T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1984.0,3402996.4800000004,1715.22,131008.0,224707541.76,129024.0,1596.38
67,2021-02-06T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2976.0,4988192.640000001,1676.14,133984.0,224575941.76,131008.0,1715.22
68,2021-02-07T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4256.0,6866119.68,1613.28,138240.0,223019827.2,133984.0,1676.14
69,2021-02-08T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1760.0,3062752.0,1740.2,140000.0,243628000.0,138240.0,1613.28
70,2021-02-09T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6400.0,11303616.000000002,1766.19,146400.0,258570216.0,140000.0,1740.2
71,2021-02-10T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1741.81,146400.0,255000984.0,146400.0,1766.19
72,2021-02-11T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,455662.08,1779.93,146656.0,261037414.08,146400.0,1741.81
73,2021-02-12T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1834.07,146656.0,268977369.92,146656.0,1779.93
74,2021-02-13T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1280.0,2315148.8,1808.71,147936.0,267573322.56,146656.0,1834.07
75,2021-02-14T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15360.0,27729408.0,1805.3,163296.0,294798268.8,147936.0,1808.71
76,2021-02-15T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1778.64,163296.0,290444797.44,163296.0,1805.3
77,2021-02-16T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1782.98,163296.0,291153502.08,163296.0,1778.64
78,2021-02-17T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3872.0,7153752.319999999,1847.56,167168.0,308852910.08,163296.0,1782.98
79,2021-02-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12672.0,24451764.48,1929.59,179840.0,347017465.6,167168.0,1847.56
80,2021-02-19T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2080.0,4088219.2,1965.49,181920.0,357561940.8,179840.0,1929.59
81,2021-02-20T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,608.0,1169712.96,1923.87,182528.0,351160143.35999995,181920.0,1965.49
82,2021-02-21T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,352.0,679761.28,1931.14,182880.0,353166883.20000005,182528.0,1923.87
83,2021-02-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1773.77,182880.0,324387057.6,182880.0,1931.14
84,2021-02-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1560.21,182880.0,285331204.8,182880.0,1773.77
85,2021-02-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,448.0,728891.5199999999,1626.99,183328.0,298272822.72,182880.0,1560.21
86,2021-02-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1480.15,183328.0,271352939.2,183328.0,1626.99
87,2021-02-26T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,384.0,554588.16,1444.24,183712.0,265324218.88,183328.0,1480.15
88,2021-02-27T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,384.0,562329.6000000001,1464.4,184096.0,269590182.40000004,183712.0,1444.24
89,2021-02-28T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,320.0,453046.4,1415.77,184416.0,261090640.32,184096.0,1464.4
90,2021-03-01T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1565.67,184416.0,288734598.72,184416.0,1415.77
91,2021-03-02T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,381171.2,1488.95,184672.0,274967374.40000004,184416.0,1565.67
92,2021-03-03T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1581.24,184672.0,292010753.28000003,184672.0,1488.95
93,2021-03-04T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,512.0,788183.04,1539.42,185184.0,285075953.28000003,184672.0,1581.24
94,2021-03-05T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1533.76,185184.0,284027811.84,185184.0,1539.42
95,2021-03-06T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,424829.44,1659.49,185440.0,307735825.6,185184.0,1533.76
96,2021-03-07T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1727.23,185440.0,320297531.2,185440.0,1659.49
97,2021-03-08T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,320.0,584870.4,1827.72,185760.0,339517267.2,185440.0,1727.23
98,2021-03-09T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,477483.5200000001,1865.17,186016.0,346951462.72,185760.0,1827.72
99,2021-03-10T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,576.0,1037381.76,1801.01,186592.0,336054057.92,186016.0,1865.17
100,2021-03-11T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,384.0,699993.6000000001,1822.9,186976.0,340838550.40000004,186592.0,1801.01
101,2021-03-12T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,384.0,680248.32,1771.48,187360.0,331904492.8,186976.0,1822.9
102,2021-03-13T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,288.0,555287.04,1928.08,187648.0,361800355.84,187360.0,1771.48
103,2021-03-14T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1867.27,187648.0,350389480.96,187648.0,1928.08
104,2021-03-15T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1789.87,187648.0,335865525.76,187648.0,1867.27
105,2021-03-16T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1797.37,187648.0,337272885.76,187648.0,1789.87
106,2021-03-17T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1821.63,187648.0,341825226.24,187648.0,1797.37
107,2021-03-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1781.68,187648.0,334328688.64,187648.0,1821.63
108,2021-03-19T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,464734.72,1815.37,187904.0,341115284.48,187648.0,1781.68
109,2021-03-20T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1812.71,187904.0,340615459.84000003,187904.0,1815.37
110,2021-03-21T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,288.0,513483.84,1782.93,188192.0,335533162.56,187904.0,1812.71
111,2021-03-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1694.02,188192.0,318801011.84,188192.0,1782.93
