,PERIOD,PRIMARY_LABEL,SECONDARY_LABEL,ACCOUNT,CATEGORY,SUBCATEGORY,BASE_TOKEN_ADDRESS,VALUE_BASE_TOKEN,VALUE_USD,VALUE_ETH,TOKEN_PRICE,TOKEN_ETH_PRICE,QTY,QTY_USD,QTY_ETH,LAG_QTY,LAG_PRICE_USD,LAG_PRICE_ETH,HASH_KEY,INSERT_TS,TOKEN_SYMBOL
14,2023-04-13T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2012.5,1.0,18890.542636409,38017217.05577306,18890.542636409,18890.542636408973,2012.5,1.0,29dec37a5070ef4eacff93020fd3c9bc88e52f3ae41c0854238912231972c6bf,,ETH
15,2023-04-19T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.2. Staking rewards to holders (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-1001.7233742096,-1943473.5700052942,-1001.7233742096117,1940.13,1.0,-7500.800978124,-14552529.00168763,-7500.800978124,-6499.077603914342,2104.68,1.0,8a68e4a6e8bbd0cf92f05fc46d7ffdcd9b41e3bdba6408ed0223a31e028f692d,,ETH
16,2023-04-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1863.85,1.0,193149.7460267501,360002154.1319582,193149.7460267501,193149.7460267501,1863.85,1.0,6940d470e624b0445c305e250bfc1f602389abd11d5c90bb22ef97a103862623,,ETH
17,2023-04-15T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.1. Staking rewards to node operators (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-41.7767496567,-87468.81629123907,-41.77674965670628,2093.72,1.0,-238.2938199951,-498920.536800042,-238.2938199951,-196.51707033834657,2103.6,1.0,bf5b7a4fe1e424ba78f00745be2d4c5db156ae200057692a7cb68aa20a86d29f,,ETH
18,2023-04-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,21888.0,46067235.839999996,21888.0,2104.68,1.0,112853.1973376826,237519867.37267384,112853.1973376826,112853.19733768262,2104.68,1.0,3c0c132bb371c2465d4c8277f38f62d223c8920bb6307268bc9e0cbcd40fe054,,ETH
19,2023-04-11T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.2. Provision for slashing (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1892.93,1.0,0.0,0.0,0.0,0.0,1908.65,1.0,f6c706e2e57fd1e9e901df6607775fe4fcaa9f1dc09b608d41ea670710438577,,ETH
20,2023-04-14T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.3. Other costs of revenue (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2103.6,1.0,0.0,0.0,0.0,0.0,2012.5,1.0,f25ba1dce94b99f27b9beb3f880abe731da47b6e9b882a4c82f99a8a13947a82,,ETH
21,2023-04-20T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1947.71,1.0,147915.4700493457,288096440.1698111,147915.4700493457,147915.4700493457,1947.71,1.0,6d4102ca270fccb9116812697a53488245cfd741c0330a4c205799b7fa7d49f8,,ETH
22,2023-04-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-4168171.519257253,0.0,1842.27,1.0,213030.0259104686,392458825.83407897,213030.0259104686,193149.7460267501,1863.85,1.0,6f3c61d1a9ce4181fa013f95266e0a05e8315309766c8bf6264b9860ce347908,,ETH
23,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.2. Provision for slashing (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1878.72,1.0,0.0,0.0,0.0,0.0,1850.74,1.0,b864c6ff91cbe9af46bea93637602a2baa73391fea879104cd827d6a7b9ec379,,ETH
24,2023-04-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,2611029.1906056264,0.0,2104.68,1.0,112853.1973376826,237519867.37267384,112853.1973376826,90066.54676114682,2075.69,1.0,9c2f1e83f6c0ddc50d09b8c8619743589e2868a8143ab1abb2e4e2a9a87c2bfe,,ETH
25,2023-04-16T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.2. Provision for slashing (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2119.96,1.0,0.0,0.0,0.0,0.0,2093.72,1.0,2791afe04b928b236262ba9a6d81ff3e06ed1822a08cd8d51a4d308a43f09dca,,ETH
26,2023-04-15T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.2. Provision for slashing (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2093.72,1.0,0.0,0.0,0.0,0.0,2103.6,1.0,a6ff1954d921c6a91d60fef0c1d91f26c8e5be56c6e9ed599772815bed9761f3,,ETH
27,2023-04-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,14432.0,26973408.0,14432.0,1869.0,1.0,228366.3374979384,426816684.7836469,228366.3374979384,228366.33749793842,1869.0,1.0,430b05eccdd196ac932a06acc5526f286eab22b63eaf1ca665011bf203b76b47,,ETH
28,2023-04-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,872.2798837185,1606975.0613780736,872.2798837184961,1842.27,1.0,213030.0259104686,392458825.83407897,213030.0259104686,193149.7460267501,1863.85,1.0,d59370f111c825cebb3b4bd4690a6539310055b6476c099ac2ab980e4747647d,,ETH
29,2023-04-17T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.1. Gross staking rewards (+),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,842.8412343651,1749477.1217593104,842.8412343651077,2075.69,1.0,6322.5467611468,13123647.086644815,6322.5467611468,5479.7055267816995,2119.96,1.0,1cdd52556c9b61a8c25147aec84665d9aba6ae11edacfffd87ee20bc0ba4172e,,ETH
30,2023-04-10T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.1. Staking rewards to node operators (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-35.4878072288,-67733.80326728232,-35.48780722881739,1908.65,1.0,-35.4878072288,-67733.8032672823,-35.4878072288,0.0,0.0,0.0,84b806984cd137b1a76938ccadc29c9f98527360d7e7c422bd2791f9c2f38842,,ETH
31,2023-04-12T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.1. Staking rewards to node operators (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-39.4607152211,-75759.83793861733,-39.460715221064504,1919.88,1.0,-114.9390945237,-220669.2687941939,-114.9390945237,-75.47837930265254,1892.93,1.0,42b0cae4ad4d24cc72c8008b8d970dd18e35b75746ee1f6c17e5d501020a51d2,,ETH
32,2023-04-18T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.1. Gross staking rewards (+),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,898.6505765358,1891371.8954233553,898.6505765357942,2104.68,1.0,7221.1973376826,15198309.612673813,7221.1973376826,6322.5467611468075,2075.69,1.0,d654f54a155daa6bdf8837da146e3ab921804968a772f9b81dcb6512ef97f63e,,ETH
33,2023-04-10T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,709.7561445763,1354676.0653456463,709.7561445763478,1908.65,1.0,2149.7561445763,4103132.0653456463,2149.7561445763,0.0,0.0,0.0,fef4db4eb0fa051fb2d4bb6f3a4fb0869c0acb06f5d6dda8232ca1162c415a78,,ETH
34,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.1. Gross staking rewards (+),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,863.25375187,1621812.0887131263,863.2537518699572,1878.72,1.0,11270.1817655527,21173515.88657925,11270.1817655527,10406.928013682786,1850.74,1.0,460522a43a9411312c98ff7ded6db5b9f6e82d34513af42f90478d777f314f6f,,ETH
35,2023-04-19T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,21760.0,42217228.8,21760.0,1940.13,1.0,135726.2233090266,263326517.62854186,135726.2233090266,135726.22330902662,1940.13,1.0,33ec6ef0ca0e3c639690137d7f30154655f998aee88cc28aedfaed25a94d9f7c,,ETH
36,2023-04-16T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2119.96,1.0,75431.7055267817,159912198.44855615,75431.7055267817,75431.7055267817,2119.96,1.0,9d3e6ec208b25fb3b9e457ab619e6671ab2bacc255384b979e258c0c7d16c619,,ETH
37,2023-04-26T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.3. Other costs of revenue (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1867.09,1.0,0.0,0.0,0.0,0.0,1869.0,1.0,ed4c8eff8e2f08587fe9cb4d5ded2920cb7d895ae457f67e594d7aac6685ef6a,,ETH
38,2023-04-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1842.27,1.0,213030.0259104686,392458825.83407897,213030.0259104686,213030.0259104686,1842.27,1.0,b95aa646582a7346d9a14bab8c6eb8a3393754107319f90715b5cc65ca72c0e4,,ETH
39,2023-04-26T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11456.0,21389383.039999995,11456.0,1867.09,1.0,240664.273075777,449341857.6170525,240664.273075777,240664.27307577702,1867.09,1.0,56f8bd47673133c8ac0fed257742393f304e7cd8987fc9ac6c64ae7688c8ac39,,ETH
40,2023-04-24T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.1. Gross staking rewards (+),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,872.2798837185,1606975.0613780736,872.2798837184961,1842.27,1.0,13030.0259104686,24004825.834078968,13030.0259104686,12157.746026750092,1863.85,1.0,f5fe16912c2022deb32cda7dd18d87c2fa294523efe669b6de26b1f95448e8fd,,ETH
41,2023-04-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,887.5642611973,1654286.6482326786,887.5642611973489,1863.85,1.0,193149.7460267501,360002154.1319582,193149.7460267501,182982.18176555276,1878.72,1.0,d5aee5d8bbf493c10f60dc1c16fc5210cfa2d58e4e6a7fcbc7b8c6e0aa139722,,ETH
42,2023-04-21T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.2. Provision for slashing (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1850.74,1.0,0.0,0.0,0.0,0.0,1947.71,1.0,887e8b8d6ebe4ef761d64e72dcceaf8f90fdff1de3d339cedfbe9b43b75d8f3c,,ETH
43,2023-04-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19936.0,37454161.92,19936.0,1878.72,1.0,182982.1817655528,343772284.52657926,182982.1817655528,182982.18176555276,1878.72,1.0,02924f8e0bedbc4b08f43bb32ed399718e0f0986bbd0d2738c7db5f071d71601,,ETH
44,2023-04-20T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1085.2467403191,2113745.928586831,1085.2467403190572,1947.71,1.0,147915.4700493457,288096440.1698111,147915.4700493457,135726.22330902662,1940.13,1.0,a3a37179e705ec2ba55bb60ab7225244ca0e5ba53c1e3bbd9d7796aa51052757,,ETH
45,2023-04-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1869.0,1.0,228366.3374979384,426816684.7836469,228366.3374979384,228366.33749793842,1869.0,1.0,be1bf189d7b8dfcf4e7036ad705164899164e7cec340ad11eb755744acf5c3b9,,ETH
46,2023-04-15T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2093.72,1.0,47709.8763999011,99891122.41600084,47709.8763999011,47709.876399901055,2093.72,1.0,1cb5013376f60881f7e353fb2ffc1cce174c0d7326a4ff6aa02902d999e7040e,,ETH
47,2023-04-13T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.3. Other costs of revenue (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2012.5,1.0,0.0,0.0,0.0,0.0,1919.88,1.0,8a6bfecb9e8f931fe160a6b63bd11833e44ed0038e84a59bd3350b325d22f127,,ETH
48,2023-04-10T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1908.65,1.0,2149.7561445763,4103132.0653456463,2149.7561445763,0.0,0.0,0.0,b3215fa54c84db343f7e510a61821529dd5029a4bde5d6d784bdd73dc54ed5d4,,ETH
49,2023-04-13T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.2. Staking rewards to holders (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-647.7846713412,-1303666.6510741045,-647.78467134117,2012.5,1.0,-2716.6883727681,-5467335.350195755,-2716.6883727681,-2068.903701426907,1919.88,1.0,ddb6079d8c6a830627c96dd0b5abfa4f247e8c14090c96c09ef7940bfb38ddbb,,ETH
50,2023-04-14T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2103.6,1.0,36282.3414067669,76323533.38327491,36282.3414067669,36282.34140676693,2103.6,1.0,b23c609017f20b0ab4e41f74fc8a90431193778238584dee407b3c6f1a8c0868,,ETH
51,2023-04-18T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.3. Other costs of revenue (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2104.68,1.0,0.0,0.0,0.0,0.0,2075.69,1.0,a796b5b3d7614b0a2b425fa275d3752252c13a20f64137a79b99e843e1bfa282,,ETH
52,2023-04-12T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1919.88,1.0,9370.7818904743,17990776.735883877,9370.7818904743,9370.78189047434,1919.88,1.0,fde389695ccc2fb0bb1562ac1a8f39b2c96381cc0cffc08923ab5aa0bdea178f,,ETH
53,2023-04-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,898.6505765358,1891371.8954233553,898.6505765357942,2104.68,1.0,112853.1973376826,237519867.37267384,112853.1973376826,90066.54676114682,2075.69,1.0,0651ffdb1848d444b3dab0982cc6b520dadce866a6eb251d74dd42512facdc7f,,ETH
54,2023-04-17T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2075.69,1.0,90066.5467611468,186950230.44664484,90066.5467611468,90066.54676114682,2075.69,1.0,8ff10ee57a58d3547ab0938a0273e40bfeaf44a08e091ec5713af364a096de18,,ETH
55,2023-04-24T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.2. Staking rewards to holders (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-785.0518953466,-1446277.5552402663,-785.0518953466465,1842.27,1.0,-11727.0233194217,-21604343.25067107,-11727.0233194217,-10941.971424075084,1863.85,1.0,a2084e49e6b48a94993ab96721fd815c4264a992d3c15941e3b88481ef70fb26,,ETH
56,2023-04-21T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.3. Other costs of revenue (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,1850.74,1.0,0.0,0.0,0.0,0.0,1947.71,1.0,85e141982658227c1cd534b4c47346be5f62dacb66a1e4f0c018d3b6c7054dfa,,ETH
57,2023-04-26T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,841.9355778386,1571969.4980266404,841.9355778385833,1867.09,1.0,240664.273075777,449341857.6170525,240664.273075777,228366.33749793842,1869.0,1.0,3ca214fe85f5d4daeb1ae23da1ab7d5bf6137ad5139a159fc2a81e24aa7f0acd,,ETH
58,2023-04-17T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-3339361.6036706246,0.0,2075.69,1.0,90066.5467611468,186950230.44664484,90066.5467611468,75431.7055267817,2119.96,1.0,a319d644442f096e2e1785da80d9581115d5eb1a72ef7aefeba05b8d4f63e6b0,,ETH
59,2023-04-11T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3936.0,7450572.48,3936.0,1892.93,1.0,6885.5675860531,13033897.4506674,6885.5675860531,6885.56758605305,1892.93,1.0,17beb7b3e8aa535dbc9aa6dcc10cf5b4a3508d4378162d1879fafe47d7eb1dc6,,ETH
60,2023-04-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,5694292.592586829,0.0,1869.0,1.0,228366.3374979384,426816684.7836469,228366.3374979384,213030.0259104686,1842.27,1.0,8b38b67aa70ed263280c622b5d905174e80203eccc76412cf4c5d6ba6ea1aad5,,ETH
61,2023-04-16T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.1. Staking rewards to node operators (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-35.691456344,-75664.45979109446,-35.691456344032176,2119.96,1.0,-273.9852763391,-580837.8264278068,-273.9852763391,-238.29381999505284,2093.72,1.0,5ae444e84b5a5b27d41188b271d0e25f82c2ed19cc35609dfba0b3b30caefbc2,,ETH
62,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.1. Staking rewards to node operators (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-44.3782130599,-82714.33241163394,-44.37821305986744,1863.85,1.0,-607.8873013375,-1133010.746597908,-607.8873013375,-563.5090882776371,1878.72,1.0,86614c00981b484173a4b2f4e9c0668dab1dd5a5df71c6e423447fa3b3d9f5c0,,ETH
63,2023-04-14T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.2. Provision for slashing (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,0.0,2103.6,1.0,0.0,0.0,0.0,0.0,2012.5,1.0,6bec9c6d6e3916f33e1cd30e03c4eea06b65a07379fb802d38206c46f49fa1cd,,ETH
