,period,primary_label,secondary_label,account,category,subcategory,base_token_address,value_base_token,value_usd,value_eth,token_price,token_eth_price,qty,qty_usd,qty_eth,lag_qty,lag_price_usd,lag_price_eth
16,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,1. Historical,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,290.54545181157886,298.3750706469973,0.15881827555303468,1.026948,0.0005466211037301,290.54545181157886,298.3750706469973,0.1588182755530346,<nil>,<nil>,<nil>
17,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,1. Historical,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,294.68939516803414,296.12305907552656,0.1588770872524756,1.004865,0.0005391340504868,585.2348469796129,588.0820145101687,0.3155200335381971,290.54545181157886,1.026948,0.0005466211037301993
18,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,1. Historical,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,0,0,1.001111,0.0005328686552546,0.0,0.0,0.0,<nil>,<nil>,<nil>
19,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,1. Historical,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,0,0,1.000923,0.0005370190734232,0.0,0.0,0.0,0,1.001111,0.0005328686552546415
20,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,1. Historical,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0,0,1.001,0.0005328095724748,0.0,0.0,0.0,<nil>,<nil>,<nil>
21,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,1. Historical,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0,0,1.000743,0.0005369224991281,0.0,0.0,0.0,0,1.001,0.0005328095724748764
22,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,1. Historical,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,0.0,0,0,23.92,0.0127320729006983,0.0,0.0,0.0,<nil>,<nil>,<nil>
23,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,1. Historical,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,42.380837668,996.7973019513599,0.534805537973206,23.52,0.0126190412318587,42.380837668,996.79730195136,0.534805537973206,0,23.92,0.012732072900698348
24,2023-04-22T00:00:00Z,2. Liabilities,2.1. Staked Assets,2.1.1. stETH in Circulation,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,20799.25375186996,3.9075974008713126e+07,20799.253751869957,1878.72,1.0,20799.25375186996,39075974.008713126,20799.25375186996,<nil>,<nil>,<nil>
25,2023-04-23T00:00:00Z,2. Liabilities,2.1. Staked Assets,2.1.1. stETH in Circulation,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10167.564261197347,1.8950814648232676e+07,10167.564261197349,1863.85,1.0,30966.818013067303,57717503.75365549,30966.818013067303,20799.253751869957,1878.72,1
26,2023-04-22T00:00:00Z,2. Liabilities,2.2. Slashing Provision,2.2.1. Slashing Provision,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
27,2023-04-23T00:00:00Z,2. Liabilities,2.2. Slashing Provision,2.2.1. Slashing Provision,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
28,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.1. Gross staking rewards (+),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,863.2537518699572,1.6218120887131263e+06,863.2537518699572,1878.72,1.0,863.2537518699572,1621812.088713126,863.2537518699572,<nil>,<nil>,<nil>
29,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.1. Gross staking rewards (+),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,887.5642611973489,1.6542866482326786e+06,887.5642611973489,1863.85,1.0,1750.818013067306,3263262.1536554983,1750.818013067306,863.2537518699572,1878.72,1
30,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.2. Staking rewards to holders (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-776.9283766829616,-1.4596308798418136e+06,-776.9283766829616,1878.72,1.0,-776.9283766829616,-1459630.8798418136,-776.9283766829616,<nil>,<nil>,<nil>
31,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.1. Net Revenue,3.2.1.2. Staking rewards to holders (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-798.807835077614,-1.4888579834094106e+06,-798.807835077614,1863.85,1.0,-1575.7362117605755,-2936935.9382899487,-1575.7362117605755,-776.9283766829616,1878.72,1
32,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.1. Staking rewards to node operators (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-43.16268759349786,-81090.60443565629,-43.162687593497864,1878.72,1.0,-43.16268759349786,-81090.6044356563,-43.16268759349786,<nil>,<nil>,<nil>
33,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.1. Staking rewards to node operators (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-44.37821305986744,-82714.33241163394,-44.37821305986744,1863.85,1.0,-87.5409006533653,-163163.1076827749,-87.5409006533653,-43.162687593497864,1878.72,1
34,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.2. Provision for slashing (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
35,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.2. Provision for slashing (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
36,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.3. Other costs of revenue (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
37,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.2. Cost of Revenue,3.2.2.3. Other costs of revenue (-),1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
38,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.3. Sales & Marketing Incentives,3.2.3.1. Liquidity Rewards,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
39,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.3. Sales & Marketing Incentives,3.2.3.1. Liquidity Rewards,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
40,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.3. Sales & Marketing Incentives,3.2.3.2. Deposit Referrals,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
41,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.3. Sales & Marketing Incentives,3.2.3.2. Deposit Referrals,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
42,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.3. Sales & Marketing Incentives,3.2.3.3. Domain Incentives,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
43,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.3. Sales & Marketing Incentives,3.2.3.3. Domain Incentives,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
44,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.4. Operating expenses,3.2.4.1. Operating expenses,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
45,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.4. Operating expenses,3.2.4.1. Operating expenses,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
46,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.4. Operating expenses,3.2.4.2. LEGO grants,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
47,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.4. Operating expenses,3.2.4.2. LEGO grants,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.4. Operating expenses,3.2.4.4. Other,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1863.85,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
49,2023-04-22T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.5. Other income,-,1. Historical,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,290.54545181157886,298.3750706469973,0.15881827555303468,1.026948,0.0005466211037301,290.54545181157886,298.3750706469973,0.1588182755530346,<nil>,<nil>,<nil>
50,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.5. Other income,-,1. Historical,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,294.68939516803414,296.12305907552656,0.1588770872524756,1.004865,0.0005391340504868,585.2348469796129,588.0820145101687,0.3155200335381971,290.54545181157886,1.026948,0.0005466211037301993
51,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.5. Other income,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1863.85,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
52,2023-04-23T00:00:00Z,3. Surplus,3.2. Operating Performance,3.2.5. Other income,-,1. Historical,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,42.380837668,996.7973019513599,0.534805537973206,23.52,0.0126190412318587,42.380837668,996.79730195136,0.534805537973206,<nil>,<nil>,<nil>
53,2023-04-22T00:00:00Z,3. Surplus,3.3. LDO token transactions,3.3.1. LDO Contra Equity,3.3.1.2. Deposit Referrals,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
54,2023-04-23T00:00:00Z,3. Surplus,3.3. LDO token transactions,3.3.1. LDO Contra Equity,3.3.1.2. Deposit Referrals,1. Historical,<nil>,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
55,2023-04-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,20799.25375186996,39075974.008713126,20799.25375186996,<nil>,<nil>,<nil>
56,2023-04-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1878.72,1.0,20799.25375186996,39075974.008713126,20799.25375186996,20799.253751869957,1878.72,1
57,2023-04-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-309284.9032903087,0,1863.85,1.0,30966.818013067303,57717503.75365549,30966.818013067303,20799.253751869957,1878.72,1
58,2023-04-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1863.85,1.0,30966.818013067303,57717503.75365549,30966.818013067303,30966.818013067306,1863.85,1
59,2023-04-22T00:00:00Z,1. Assets,1.2. Slashing Provision,1.2.1. Slashing Provision,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
60,2023-04-23T00:00:00Z,1. Assets,1.2. Slashing Provision,1.2.1. Slashing Provision,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
61,2023-04-22T00:00:00Z,1. Assets,1.2. Slashing Provision,1.2.2. Slashing Provision Contra Assets,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
62,2023-04-23T00:00:00Z,1. Assets,1.2. Slashing Provision,1.2.2. Slashing Provision Contra Assets,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
63,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.1. stETH,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,43.16268759349776,81090.6044356561,43.16268759349776,<nil>,<nil>,<nil>
64,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.1. stETH,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-641.8291645153167,0,1863.85,1.0,87.5409006533652,163163.10768277472,87.5409006533652,43.16268759349776,1878.72,1
65,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.2. DAI,2. M2M,0x6b175474e89094c44da98b954eedeac495271d0f,0.0,<nil>,<nil>,1.000521,0.0005325546116504,0.0,0.0,0.0,<nil>,<nil>,<nil>
66,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.2. DAI,2. M2M,0x6b175474e89094c44da98b954eedeac495271d0f,0.0,-0,0,1.000306,0.0005366880382004,0.0,0.0,0.0,0,1.000521,0.0005325546116504854
67,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.3. ETH,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
68,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.3. ETH,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
69,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,2. M2M,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0.0,<nil>,<nil>,1.026948,0.0005466211037301,290.54545181157886,298.3750706469973,0.1588182755530346,<nil>,<nil>,<nil>
70,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,2. M2M,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0.0,-6.416115212355118,-0.0021753292673130768,1.004865,0.0005391340504868,585.2348469796129,588.0820145101687,0.3155200335381971,290.54545181157886,1.026948,0.0005466211037301993
71,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,2. M2M,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,<nil>,<nil>,1.001111,0.0005328686552546,0.0,0.0,0.0,<nil>,<nil>,<nil>
72,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,2. M2M,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,-0,0,1.000923,0.0005370190734232,0.0,0.0,0.0,0,1.001111,0.0005328686552546415
73,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,2. M2M,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,<nil>,<nil>,1.001,0.0005328095724748,0.0,0.0,0.0,<nil>,<nil>,<nil>
74,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,2. M2M,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,-0,0,1.000743,0.0005369224991281,0.0,0.0,0.0,0,1.001,0.0005328095724748764
75,2023-04-22T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,2. M2M,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,0.0,<nil>,<nil>,23.92,0.0127320729006983,0.0,0.0,0.0,<nil>,<nil>,<nil>
76,2023-04-23T00:00:00Z,1. Assets,1.3. Protocol Assets,1.3.1. Protocol Assets,1.3.1.4. Other,2. M2M,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,0.0,-0,-0,23.52,0.0126190412318587,42.380837668,996.79730195136,0.534805537973206,0,23.92,0.012732072900698348
77,2023-04-22T00:00:00Z,2. Liabilities,2.1. Staked Assets,2.1.1. stETH in Circulation,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,20799.25375186996,39075974.008713126,20799.25375186996,<nil>,<nil>,<nil>
78,2023-04-23T00:00:00Z,2. Liabilities,2.1. Staked Assets,2.1.1. stETH in Circulation,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-309284.9032903087,0,1863.85,1.0,30966.818013067303,57717503.75365549,30966.818013067303,20799.253751869957,1878.72,1
79,2023-04-22T00:00:00Z,2. Liabilities,2.2. Slashing Provision,2.2.1. Slashing Provision,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
80,2023-04-23T00:00:00Z,2. Liabilities,2.2. Slashing Provision,2.2.1. Slashing Provision,-,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
81,2023-04-22T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,20799.25375186996,39075974.008713126,20799.25375186996,<nil>,<nil>,<nil>
82,2023-04-22T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1878.72,1.0,20799.25375186996,39075974.008713126,20799.25375186996,20799.253751869957,1878.72,1
83,2023-04-23T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-309284.9032903087,0,1863.85,1.0,30966.818013067303,57717503.75365549,30966.818013067303,20799.253751869957,1878.72,1
84,2023-04-23T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0,0,1863.85,1.0,30966.818013067303,57717503.75365549,30966.818013067303,30966.818013067306,1863.85,1
85,2023-04-22T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
86,2023-04-23T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
87,2023-04-22T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,0.0,0.0,0.0,<nil>,<nil>,<nil>
88,2023-04-23T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-0,0,1863.85,1.0,0.0,0.0,0.0,0,1878.72,1
89,2023-04-22T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,<nil>,<nil>,1878.72,1.0,43.16268759349776,81090.6044356561,43.16268759349776,<nil>,<nil>,<nil>
90,2023-04-23T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,-641.8291645153167,0,1863.85,1.0,87.5409006533652,163163.10768277472,87.5409006533652,43.16268759349776,1878.72,1
91,2023-04-22T00:00:00Z,3. Surplus,3.4. Currency translation,3.4.1. Currency translation effects,3.4.1.1. Changes in assets,2. M2M,0x6b175474e89094c44da98b954eedeac495271d0f,0.0,<nil>,<nil>,1.000521,0.0005325546116504,0.0,0.0,0.0,<nil>,<nil>,<nil>
